order_id,customer_id,order_date,status,category,payment_method,quantity,discount_percent,amount,delivery_days,rating
O104867,C00675,2025-08-13,cancelled,electronics,cash,5,18.0,5624.81,,
O104868,C01141,2026-05-28,delivered,home,card,5,18.0,2705.75,5.0,4.0
O104869,C00057,2026-05-06,delivered,electronics,card,4,24.0,2491.56,10.0,2.0
O104870,C00332,2025-01-05,completed,electronics,card,3,13.0,1109.74,19.0,1.0
O104871,C00115,2026-01-10,completed,toys,card,1,7.0,353.52,19.0,1.0
O104872,C00836,2026-07-31,completed,beauty,card,3,4.0,2199.6,2.0,3.0
O104873,C01864,2025-10-30,completed,clothing,wallet,2,5.0,4187.89,14.0,2.0
O104874,C00143,2025-03-20,delivered,clothing,cash,5,11.0,1063.91,8.0,3.0
O104875,C01952,2026-01-15,delivered,home,wallet,2,29.0,750.42,18.0,2.0
O104876,C01738,2024-12-27,processing,electronics,card,5,23.0,1509.23,18.0,
O104877,C00012,2026-07-31,completed,electronics,card,2,4.0,294.05,19.0,1.0
O104878,C00031,2025-11-28,delivered,home,wallet,3,19.0,436.65,15.0,2.0
O104879,C01802,2025-07-12,completed,clothing,sbp,4,17.0,1096.94,11.0,3.0
O104880,C01171,2026-07-02,delivered,electronics,card,2,6.0,717.95,2.0,5.0
O104881,C00348,2026-07-31,completed,home,card,4,22.0,6119.08,2.0,4.0
O104882,C01908,2024-08-25,delivered,home,cash,1,0.0,1087.3,10.0,4.0
O104883,C01123,2025-06-03,delivered,clothing,card,3,2.0,766.84,3.0,
O104884,C01271,2025-07-16,completed,toys,wallet,2,19.0,1828.81,11.0,3.0
O104885,C01357,2024-11-27,delivered,beauty,cash,1,17.0,259.96,15.0,3.0
O104886,C00404,2026-07-31,completed,home,card,3,18.0,1377.95,12.0,2.0
O104887,C00719,2024-08-15,completed,electronics,card,1,21.0,638.44,14.0,2.0
O104888,C00258,2024-10-31,processing,home,card,5,28.0,13325.58,15.0,
O104889,C01058,2026-07-31,completed,home,sbp,5,1.0,3054.85,5.0,4.0
O104890,C01975,2025-09-18,completed,home,card,2,24.0,302.1,10.0,4.0
O104891,C01256,2024-04-27,processing,home,card,2,,1787.38,16.0,
O104892,C01384,2026-07-31,completed,electronics,card,2,8.0,2447.69,12.0,3.0
O104893,C00388,2026-07-31,completed,clothing,card,5,14.0,5015.61,5.0,4.0
O104894,,2025-12-06,delivered,beauty,cash,1,16.0,222.43,8.0,4.0
O104895,C01989,2024-09-21,delivered,electronics,card,1,17.0,544.28,12.0,3.0
O104896,C00177,2026-06-17,delivered,home,card,1,8.0,485.74,3.0,4.0
O104897,C00408,2024-09-21,delivered,beauty,card,4,1.0,8118.55,8.0,3.0
O104898,C01440,2026-07-31,processing,electronics,wallet,5,20.0,4035.28,10.0,
O104899,C00021,2025-07-17,completed,toys,card,4,27.0,7782.76,15.0,3.0
O104900,C00414,2024-05-22,delivered,beauty,card,1,28.0,279.36,10.0,3.0
O104901,C01889,2024-08-22,processing,home,card,2,26.0,828.63,14.0,
O104902,C00039,2025-06-10,completed,home,card,5,6.0,1602.6,18.0,1.0
O104903,C00859,2026-06-30,processing,beauty,sbp,5,26.0,5390.54,17.0,
O104904,C00660,2025-06-10,processing,electronics,card,1,20.0,1226.19,6.0,
O104905,C00798,2026-01-07,processing,home,wallet,1,16.0,673.6,6.0,
O104906,C00517,2026-07-31,completed,clothing,cash,5,9.0,2657.8,20.0,
O104907,C00552,2025-03-15,delivered,beauty,cash,4,24.0,2753.28,9.0,3.0
O104908,C01522,2026-03-17,cancelled,clothing,card,1,3.0,163.03,,
O104909,C00052,2024-10-27,completed,beauty,card,2,24.0,709.22,5.0,4.0
O104910,C00260,2026-02-23,delivered,electronics,card,4,28.0,1512.65,5.0,4.0
O104911,C00530,2026-07-31,completed,electronics,sbp,4,29.0,1949.67,11.0,
O104912,C01653,2025-01-06,completed,beauty,wallet,4,27.0,1169.92,14.0,3.0
O104913,C00787,2024-03-02,cancelled,clothing,card,1,25.0,249.77,,
O104914,C00070,2025-09-07,processing,clothing,wallet,2,23.0,274.45,14.0,
O104915,C01041,2025-11-17,completed,home,cash,3,3.0,2088.66,18.0,3.0
O104916,C01255,2025-12-13,completed,electronics,sbp,3,10.0,493.36,7.0,3.0
O104917,C00916,2025-08-16,delivered,clothing,wallet,5,4.0,5480.81,7.0,4.0
O104918,C00178,2025-01-08,completed,clothing,wallet,4,11.0,2554.07,18.0,1.0
O104919,C01759,2026-03-20,delivered,toys,card,2,15.0,2002.78,7.0,4.0
O104920,C01717,2026-07-31,delivered,electronics,card,1,27.0,241.43,17.0,1.0
O104921,C01823,2025-02-01,completed,clothing,cash,1,21.0,2188.63,9.0,3.0
O104922,C01928,2024-11-14,cancelled,toys,card,3,25.0,8728.72,,
O104923,C00635,2024-07-10,completed,beauty,card,1,25.0,504.74,7.0,4.0
O104924,C00844,2024-03-13,completed,home,sbp,3,24.0,2025.05,20.0,1.0
O104925,C01920,2026-04-16,cancelled,clothing,card,4,0.0,1950.92,,
O104926,C00900,2026-06-23,completed,beauty,card,4,29.0,4412.31,15.0,2.0
O104927,C01730,2025-03-13,completed,toys,card,3,13.0,2787.06,19.0,
O104928,C01296,2025-07-18,delivered,toys,card,2,7.0,238.14,9.0,3.0
O104929,C01856,2026-07-31,completed,home,card,5,13.0,1271.73,11.0,3.0
O104930,C00021,2025-06-23,delivered,home,wallet,4,17.0,2698.62,15.0,2.0
O104931,C01413,2025-04-21,cancelled,beauty,sbp,4,21.0,3660.19,,
O104932,C01602,2026-04-29,completed,beauty,card,5,12.0,2776.45,9.0,
O104933,C00397,2025-01-15,completed,home,card,5,17.0,634.01,7.0,3.0
O104934,C01471,2026-07-31,completed,electronics,card,4,12.0,3076.53,7.0,4.0
O104935,C00391,2026-07-05,delivered,beauty,card,1,24.0,2121.5,9.0,3.0
O104936,C01810,2026-07-31,completed,clothing,card,1,3.0,150.0,2.0,4.0
O104937,C01818,2025-06-01,cancelled,electronics,card,3,21.0,3133.94,,
O104938,C00008,2025-10-15,completed,electronics,card,1,17.0,2133.83,10.0,3.0
O104939,C01015,2025-10-04,cancelled,electronics,card,5,14.0,5241.07,,
O104940,C00765,2025-05-09,cancelled,clothing,card,2,11.0,923.88,,
O104941,C01781,2024-05-05,cancelled,electronics,wallet,2,7.0,2019.59,,
O104942,C00641,2026-06-23,delivered,home,sbp,3,7.0,1379.28,19.0,1.0
O104943,C01442,2026-02-09,completed,toys,card,4,19.0,3040.93,17.0,2.0
O104944,C00234,2025-12-21,completed,electronics,cash,2,4.0,1053.43,17.0,2.0
O104945,C00426,2025-03-07,completed,electronics,card,1,7.0,538.63,13.0,2.0
O104946,C01971,2026-07-31,completed,electronics,sbp,3,13.0,803.61,13.0,4.0
O104947,C00770,2025-03-24,delivered,beauty,sbp,3,20.0,1020.41,3.0,4.0
O104948,C01532,2024-08-26,delivered,electronics,cash,5,12.0,9038.11,2.0,5.0
O104949,C01936,2025-01-11,delivered,electronics,cash,1,4.0,300.11,2.0,5.0
O104950,C01931,2024-03-28,processing,electronics,sbp,5,24.0,515.34,12.0,
O104951,C00040,2026-05-24,delivered,electronics,card,2,6.0,16406.97,18.0,1.0
O104952,C00466,2026-07-31,completed,home,cash,1,29.0,347.5,9.0,3.0
O104953,C01430,2026-03-27,completed,home,card,1,13.0,397.49,9.0,
O104954,C01854,2024-09-17,delivered,clothing,card,3,25.0,1071.65,13.0,3.0
O104955,C01958,2026-02-04,completed,clothing,cash,4,16.0,1996.28,10.0,4.0
O104956,C01441,2026-07-31,completed,home,card,4,8.0,1073.83,999.0,1.0
O104957,C00209,2024-09-23,delivered,toys,card,4,29.0,6488.89,4.0,5.0
O104958,C01486,2026-07-06,delivered,home,card,1,9.0,420.03,17.0,2.0
O104959,C00544,2025-01-22,completed,beauty,wallet,4,18.0,853.94,10.0,4.0
O104960,C01618,2025-05-23,completed,toys,card,1,24.0,150.0,4.0,4.0
O104961,C01095,2025-10-25,completed,clothing,card,3,13.0,3549.32,9.0,3.0
O104962,C00368,2024-12-30,completed,electronics,card,5,24.0,1731.74,15.0,2.0
O104963,C01688,2025-11-19,completed,home,wallet,4,25.0,2662.05,16.0,3.0
O104964,C01978,2024-12-01,cancelled,electronics,card,4,8.0,937.38,,
O104965,C01014,2025-08-28,delivered,clothing,card,1,,531.15,2.0,5.0
O104966,C01626,2026-07-08,completed,home,card,5,2.0,2410.56,5.0,5.0
O104967,C00120,2024-12-18,processing,home,cash,2,0.0,2058.74,13.0,
O104968,C00543,2024-11-04,delivered,clothing,sbp,4,16.0,2250.1,18.0,2.0
O104969,C00255,2026-02-09,completed,clothing,card,2,7.0,401.34,20.0,1.0
O104970,C00568,2024-09-23,cancelled,electronics,card,4,12.0,13470.18,,
O104971,C00752,2025-01-16,cancelled,electronics,card,3,16.0,2092.81,,
O104972,C00863,2024-12-02,delivered,clothing,card,4,8.0,925.55,17.0,3.0
O104973,C00646,2025-02-20,completed,electronics,sbp,5,19.0,2866.16,15.0,3.0
O104974,C01090,2024-10-28,cancelled,toys,card,3,12.0,2021.27,,
O104975,C00440,2025-07-17,completed,clothing,sbp,1,24.0,725.8,2.0,5.0
O104976,C00696,2025-04-27,completed,beauty,card,2,4.0,1317.88,2.0,4.0
O104977,C01681,2026-07-31,cancelled,toys,card,2,18.0,1199.22,,
O104978,C01125,2026-02-26,cancelled,clothing,cash,1,9.0,1026.75,,
O104979,C00054,2025-09-15,delivered,clothing,sbp,3,3.0,2646.27,8.0,3.0
O104980,,2026-04-05,completed,beauty,card,3,,2685.92,5.0,4.0
O104981,C01659,2026-07-04,completed,electronics,wallet,3,24.0,356.87,15.0,3.0
O104982,C00361,2026-06-25,cancelled,clothing,card,2,26.0,246.09,,
O104983,C01844,2026-06-18,delivered,electronics,sbp,2,0.0,522.48,20.0,2.0
O104984,C00592,2026-06-28,cancelled,beauty,card,5,7.0,2019.67,,
O104985,C01261,2024-12-28,completed,beauty,card,1,21.0,268.28,16.0,2.0
O104986,C00951,2024-12-11,processing,home,sbp,3,23.0,655.87,1.0,
O104987,C01251,2024-10-29,completed,clothing,card,4,16.0,2386.05,4.0,3.0
O104988,C01595,2026-07-06,completed,home,card,5,1.0,1225.62,15.0,2.0
O104989,C00299,2025-02-23,cancelled,home,sbp,3,15.0,216.11,,
O104990,C00705,2024-12-05,completed,home,card,2,13.0,332.47,13.0,2.0
O104991,C01137,2025-12-04,delivered,toys,cash,4,23.0,1210.14,1.0,5.0
O104992,C00522,2024-07-27,delivered,electronics,card,3,25.0,1202.31,1.0,4.0
O104993,C00751,2026-07-31,cancelled,electronics,card,4,1.0,4045.04,,
O104994,C01772,2025-10-09,completed,electronics,card,2,29.0,1395.18,2.0,5.0
O104995,C00459,2026-03-02,completed,home,card,2,12.0,198.14,1.0,5.0
O104996,C00380,2025-07-22,delivered,toys,card,2,18.0,3150.16,17.0,1.0
O104997,C01167,2024-11-21,cancelled,clothing,card,4,29.0,1680.49,,
O104998,C00200,2026-07-16,processing,clothing,cash,3,18.0,1562.34,8.0,
O104999,C00003,2025-11-15,completed,toys,card,4,0.0,2171.73,18.0,2.0
O105000,C01740,2024-09-07,delivered,electronics,card,1,7.0,249.1,4.0,5.0
O105001,C00553,2026-07-31,completed,beauty,sbp,4,27.0,3093.41,14.0,
O105002,C00241,2025-03-14,completed,toys,card,5,3.0,518.43,12.0,4.0
O105003,C01313,2026-07-31,completed,beauty,wallet,1,20.0,1439.55,5.0,5.0
O105004,C00962,2025-04-08,completed,clothing,card,1,13.0,572.51,16.0,2.0
O105005,C00911,2026-07-31,completed,home,wallet,3,28.0,1976.73,4.0,4.0
O105006,C00877,2026-03-12,completed,electronics,sbp,5,30.0,3754.58,15.0,2.0
O105007,C00292,2025-07-14,completed,electronics,card,5,1.0,1730.7,5.0,4.0
O105008,C01718,2025-04-21,cancelled,electronics,cash,2,29.0,2724.58,,
O105009,C00003,2026-05-01,completed,electronics,card,5,25.0,1379.21,7.0,3.0
O105010,C00967,2026-03-05,cancelled,toys,card,3,29.0,663.91,,
O105011,,2025-12-02,cancelled,home,card,4,16.0,2220.53,,
O105012,C01284,2026-07-31,delivered,clothing,card,5,29.0,818.29,6.0,4.0
O105013,C01099,2024-08-25,delivered,home,card,1,7.0,313.24,2.0,5.0
O105014,C00770,2025-07-10,completed,home,sbp,4,3.0,2428.22,5.0,4.0
O105015,C01070,2024-05-13,completed,electronics,card,3,14.0,2661.52,16.0,2.0
O105016,C00454,2024-09-23,delivered,electronics,sbp,2,7.0,956.43,5.0,4.0
O105017,C00263,2025-08-19,delivered,clothing,wallet,3,28.0,717.09,10.0,3.0
O105018,C01811,2025-03-19,delivered,beauty,card,2,18.0,752.49,11.0,4.0
O105019,C01228,2026-07-31,cancelled,electronics,card,4,13.0,1154.99,,
O105020,C01308,2025-05-12,delivered,beauty,card,1,1.0,455.72,5.0,5.0
O105021,C01998,2026-07-31,completed,home,wallet,3,4.0,900.01,13.0,3.0
O105022,C01809,2024-12-15,completed,clothing,sbp,4,19.0,901.85,6.0,5.0
O105023,C01170,2026-07-31,cancelled,electronics,card,5,2.0,1020.44,,
O105024,C01585,2026-07-12,processing,clothing,wallet,4,22.0,452.88,1.0,
O105025,C01056,2026-07-31,delivered,clothing,card,4,0.0,4681.21,13.0,2.0
O105026,C00476,2026-02-13,cancelled,electronics,card,5,12.0,4368.04,,
O105027,C01246,2026-07-31,delivered,beauty,card,3,6.0,553.25,9.0,4.0
O105028,C01827,2024-11-21,completed,clothing,sbp,2,8.0,1658.65,4.0,5.0
O105029,C01760,2026-01-23,processing,electronics,card,4,17.0,2038.97,10.0,
O105030,C01011,2025-05-30,delivered,clothing,cash,1,,175.29,17.0,2.0
O105031,C01892,2025-02-13,delivered,electronics,card,2,10.0,425.28,13.0,
O105032,C00396,2026-03-19,delivered,toys,card,2,6.0,874.72,14.0,2.0
O105033,C00083,2025-04-11,delivered,electronics,wallet,5,27.0,4457.68,5.0,4.0
O105034,C00807,2025-08-20,completed,clothing,cash,5,7.0,3962.96,6.0,4.0
O105035,C00410,2024-04-11,delivered,home,card,2,24.0,640.47,2.0,5.0
O105036,C01916,2026-02-08,completed,electronics,cash,5,29.0,3557.67,16.0,3.0
O105037,C00232,2026-07-31,completed,clothing,card,5,14.0,2163.1,9.0,3.0
O105038,C01070,2024-07-12,completed,home,card,2,9.0,547.42,20.0,2.0
O105039,C01545,2025-04-06,completed,beauty,card,2,7.0,2125.11,4.0,4.0
O105040,C00222,2025-03-20,processing,home,wallet,3,7.0,1674.4,18.0,
O105041,C00092,2026-04-15,completed,electronics,card,5,12.0,3707.49,2.0,4.0
O105042,C01108,2026-07-04,completed,clothing,card,5,19.0,1023.78,9.0,3.0
O105043,C01806,2024-07-13,cancelled,clothing,cash,4,19.0,1300.58,,
O105044,C00033,2024-08-02,cancelled,clothing,card,3,6.0,2849.02,,
O105045,C00042,2025-12-17,delivered,toys,card,3,0.0,1180.93,13.0,3.0
O105046,C01852,2025-04-26,processing,electronics,card,5,24.0,2061.37,16.0,
O105047,C01206,2026-07-31,delivered,clothing,wallet,3,27.0,632.53,4.0,5.0
O105048,C01403,2025-02-15,delivered,clothing,card,5,2.0,2883.99,7.0,4.0
O105049,C00552,2025-11-13,completed,electronics,card,5,20.0,1039.1,10.0,4.0
O105050,C00625,2025-11-13,completed,clothing,card,4,12.0,2641.0,11.0,2.0
O105051,C00942,2025-02-15,delivered,electronics,card,5,29.0,1113.37,19.0,1.0
O105052,C00429,2024-11-27,cancelled,beauty,card,4,25.0,1666.99,,
O105053,C00884,2024-07-08,delivered,electronics,card,3,20.0,5211.54,19.0,2.0
O105054,C01908,2024-06-22,cancelled,clothing,card,2,10.0,999999.99,,
O105055,C01498,2026-06-03,delivered,home,cash,1,11.0,373.47,9.0,4.0
O105056,C01739,2024-08-01,delivered,clothing,card,1,14.0,977.95,16.0,2.0
O105057,C00994,2025-05-10,completed,clothing,card,5,13.0,1381.1,19.0,1.0
O105058,C01576,2025-08-19,completed,clothing,card,5,2.0,1119.31,8.0,4.0
O105059,C00843,2026-07-19,delivered,beauty,sbp,3,0.0,1104.17,17.0,3.0
O105060,C01235,2026-07-20,completed,clothing,cash,2,21.0,2373.42,5.0,3.0
O105061,C01461,2026-07-31,processing,clothing,card,1,1.0,1134.55,3.0,
O105062,C01650,2026-04-09,completed,home,cash,2,14.0,662.36,13.0,2.0
O105063,C01852,2025-01-14,completed,clothing,card,2,3.0,785.24,6.0,4.0
O105064,C00211,2024-09-22,delivered,home,sbp,5,14.0,3448.49,11.0,3.0
O105065,C01588,2025-01-14,completed,electronics,cash,4,12.0,13750.53,6.0,3.0
O105066,C01420,2025-11-01,delivered,clothing,card,1,2.0,407.45,7.0,3.0
O105067,C01474,2024-12-10,completed,toys,card,1,8.0,1489.25,1.0,5.0
O105068,C00030,2025-10-13,completed,home,card,4,2.0,2406.36,14.0,2.0
O105069,C00976,2025-03-05,delivered,clothing,card,1,12.0,975.17,11.0,3.0
O105070,C01922,2025-12-08,completed,beauty,card,4,2.0,4434.41,9.0,4.0
O105071,C01801,2024-07-16,delivered,clothing,card,3,12.0,1701.71,13.0,2.0
O105072,C00462,2024-09-12,completed,clothing,cash,1,2.0,481.7,9.0,3.0
O105073,C00973,2025-06-12,delivered,electronics,card,4,10.0,1669.94,2.0,4.0
O105074,C01728,2026-03-17,completed,electronics,card,1,10.0,652.3,11.0,2.0
O105075,C01861,2026-04-26,completed,electronics,card,2,15.0,2548.88,12.0,3.0
O105076,C00663,2024-07-22,delivered,home,card,2,13.0,2839.35,14.0,2.0
O105077,C01606,2026-07-31,delivered,clothing,card,5,29.0,6489.16,5.0,4.0
O105078,C01670,2026-05-04,processing,toys,card,2,27.0,678.84,7.0,
O105079,C00301,2025-11-09,cancelled,electronics,card,2,16.0,625.53,,
O105080,C00064,2026-07-31,delivered,electronics,card,1,1.0,254.05,11.0,2.0
O105081,C00094,2025-01-03,completed,home,wallet,5,25.0,2786.83,1.0,4.0
O105082,C00291,2026-06-08,cancelled,electronics,card,5,20.0,5196.62,,
O105083,C01482,2024-07-14,delivered,clothing,card,5,24.0,1567.78,1.0,5.0
O105084,C00780,2026-07-31,cancelled,electronics,card,5,27.0,2128.24,,
O105085,C01372,2025-06-29,delivered,electronics,card,3,12.0,2479.83,14.0,3.0
O105086,C00180,2026-03-09,completed,clothing,cash,1,15.0,381.1,8.0,4.0
O105087,C01205,2025-09-16,cancelled,home,cash,3,7.0,1269.43,,
O105088,C01491,2025-03-22,cancelled,electronics,card,3,2.0,3605.03,,
O105089,C01953,2025-01-02,completed,electronics,card,4,0.0,2008.72,20.0,1.0
O105090,C00639,2026-06-24,delivered,electronics,card,3,22.0,830.81,17.0,2.0
O105091,C01091,2025-07-12,delivered,electronics,card,1,1.0,532.23,19.0,3.0
O105092,C00967,2026-04-08,delivered,toys,wallet,2,27.0,1393.84,4.0,5.0
O105093,C00696,2025-07-04,cancelled,home,card,3,6.0,10962.53,,
O105094,C01280,2026-06-02,completed,electronics,sbp,5,15.0,8305.75,7.0,3.0
O105095,C01130,2026-03-04,completed,clothing,card,4,27.0,25341.08,17.0,1.0
O105096,C01666,2025-10-16,completed,electronics,card,1,6.0,210.13,18.0,2.0
O105097,C00057,2025-07-07,processing,electronics,card,3,3.0,4498.92,14.0,
O105098,C00444,2025-03-25,completed,toys,wallet,5,11.0,8533.62,12.0,2.0
O105099,C01159,2025-09-11,delivered,electronics,card,2,25.0,1009.83,9.0,4.0
O105100,C01148,2026-07-31,cancelled,beauty,cash,2,8.0,719.97,,
O105101,C01805,2024-06-22,cancelled,beauty,card,1,14.0,888.75,,
O105102,C01350,2026-01-29,completed,home,card,3,20.0,1139.01,5.0,4.0
O105103,C00009,2025-03-21,completed,clothing,card,2,20.0,394.65,12.0,3.0
O105104,C00979,2025-11-01,processing,electronics,card,5,25.0,792.87,9.0,
O105105,C01691,2026-07-31,delivered,beauty,cash,2,4.0,297.6,19.0,2.0
O105106,C01747,2026-07-31,completed,beauty,card,4,30.0,2375.05,3.0,5.0
O105107,C01604,2025-05-14,completed,clothing,card,4,24.0,3372.14,3.0,5.0
O105108,C00955,2026-07-31,cancelled,electronics,card,4,30.0,903.79,,
O105109,C00213,2026-03-28,processing,electronics,cash,2,2.0,1451.09,19.0,
O105110,C00427,2026-04-27,delivered,electronics,card,1,23.0,721.46,12.0,3.0
O105111,C01694,2025-06-03,completed,electronics,card,1,16.0,650.27,14.0,3.0
O105112,C00682,2025-01-22,delivered,clothing,sbp,3,24.0,2546.66,2.0,4.0
O105113,C01528,2024-11-14,completed,beauty,card,2,3.0,1170.97,2.0,5.0
O105114,C00073,2025-10-04,cancelled,home,sbp,2,15.0,2862.49,,
O105115,C00983,2026-01-11,completed,home,sbp,1,26.0,811.6,10.0,3.0
O105116,C01901,2026-04-15,completed,home,card,3,25.0,541.83,10.0,
O105117,C00491,2026-07-31,completed,home,card,3,18.0,6442.31,2.0,4.0
O105118,C00062,2025-12-29,completed,clothing,sbp,2,20.0,456.93,20.0,2.0
O105119,C00577,2026-07-31,completed,beauty,wallet,4,16.0,1945.62,14.0,2.0
O105120,C00127,2024-05-14,delivered,clothing,card,4,26.0,15183.93,11.0,4.0
O105121,C01225,2025-10-18,delivered,toys,wallet,2,8.0,1458.14,2.0,5.0
O105122,C00384,2025-08-05,delivered,electronics,card,3,29.0,765.54,1.0,5.0
O105123,C00493,2026-07-31,completed,home,card,4,15.0,2580.42,8.0,5.0
O105124,C01176,2025-02-02,completed,clothing,sbp,1,30.0,748.36,6.0,5.0
O105125,C00651,2025-12-01,delivered,clothing,card,2,0.0,1157.57,3.0,5.0
O105126,C01302,2025-01-08,delivered,clothing,sbp,4,,1314.06,7.0,5.0
O105127,C01862,2025-01-03,completed,electronics,card,4,14.0,707.99,20.0,1.0
O105128,C01863,2026-06-02,cancelled,beauty,card,2,15.0,388.16,,
O105129,C01459,2025-02-15,completed,clothing,wallet,4,6.0,1056.62,6.0,5.0
O105130,C01938,2025-09-13,completed,clothing,card,3,11.0,4165.32,15.0,2.0
O105131,C01473,2025-07-20,completed,beauty,cash,3,27.0,557.5,10.0,4.0
O105132,,2024-10-07,delivered,home,wallet,5,3.0,2790.67,14.0,2.0
O105133,C01912,2026-07-31,completed,beauty,sbp,2,8.0,3016.39,5.0,4.0
O105134,C01134,2026-04-19,completed,electronics,wallet,2,19.0,1658.65,1.0,4.0
O105135,C00012,2026-07-31,delivered,electronics,wallet,3,15.0,4608.8,12.0,2.0
O105136,C01242,2025-12-30,completed,electronics,card,4,30.0,1233.02,20.0,2.0
O105137,C00489,2026-07-31,completed,beauty,cash,4,0.0,3257.81,3.0,4.0
O105138,C01069,2025-06-16,delivered,beauty,card,5,8.0,6186.74,10.0,3.0
O105139,C01316,2024-12-22,delivered,beauty,cash,1,23.0,1046.22,14.0,2.0
O105140,C00056,2024-11-09,completed,home,cash,4,4.0,4016.72,19.0,1.0
O105141,C00877,2026-02-04,completed,electronics,card,1,4.0,189.48,4.0,
O105142,C00112,2026-07-31,completed,clothing,sbp,5,8.0,4201.04,18.0,3.0
O105143,C00226,2025-08-19,processing,home,card,1,30.0,727.93,20.0,
O105144,C00423,2026-07-31,cancelled,electronics,cash,1,15.0,436.91,,
O105145,C01563,2024-10-13,completed,home,card,5,9.0,1518.54,12.0,3.0
O105146,C00827,2025-12-24,processing,beauty,card,2,26.0,1413.05,8.0,
O105147,C00095,2026-04-13,delivered,clothing,cash,2,,447.32,19.0,2.0
O105148,C01495,2025-02-02,completed,home,card,4,8.0,1395.84,15.0,
O105149,C01088,2026-07-30,processing,clothing,sbp,1,29.0,1047.03,2.0,
O105150,C00284,2025-11-30,delivered,electronics,sbp,3,30.0,3402.33,19.0,2.0
O105151,C01125,2026-07-31,delivered,electronics,sbp,2,23.0,1449.28,7.0,4.0
O105152,C00498,2024-12-19,delivered,clothing,sbp,2,11.0,682.19,14.0,3.0
O105153,C01272,2024-09-09,processing,home,wallet,1,10.0,202.51,12.0,
O105154,C01896,2026-03-27,completed,clothing,card,2,8.0,528.26,7.0,
O105155,C00632,2025-01-04,completed,electronics,cash,3,28.0,4134.41,12.0,4.0
O105156,C01491,2024-09-27,completed,electronics,card,4,2.0,2302.91,19.0,2.0
O105157,C00048,2026-07-31,processing,home,card,1,6.0,454.17,17.0,
O105158,C00815,2026-01-08,completed,clothing,sbp,4,5.0,2246.36,20.0,2.0
O105159,C01778,2025-03-10,completed,home,cash,1,19.0,852.05,1.0,5.0
O105160,C00150,2025-01-28,completed,electronics,card,4,2.0,866.99,12.0,3.0
O105161,C01859,2026-02-28,completed,beauty,cash,2,23.0,667.85,15.0,3.0
O105162,C00188,2025-10-09,delivered,clothing,card,5,4.0,4131.07,7.0,5.0
O105163,C00964,2025-04-17,completed,electronics,wallet,4,11.0,2387.77,12.0,2.0
O105164,C00363,2025-06-19,cancelled,clothing,card,3,5.0,3581.37,,
O105165,C00042,2026-07-31,delivered,home,card,1,,900.29,20.0,1.0
O105166,C00699,2024-05-03,delivered,toys,card,5,19.0,1328.47,6.0,3.0
O105167,C01162,2025-11-05,cancelled,toys,wallet,5,14.0,170.61,,
O105168,C01445,2024-08-26,completed,clothing,card,1,29.0,580.23,10.0,3.0
O105169,C00632,2025-08-26,delivered,home,card,3,26.0,640.59,7.0,3.0
O105170,C00985,2025-06-22,delivered,home,card,5,17.0,3697.88,9.0,
O105171,C00365,2024-09-14,completed,clothing,card,4,6.0,7035.22,1.0,4.0
O105172,C01460,2025-08-31,completed,electronics,card,5,3.0,1081.08,5.0,4.0
O105173,C00338,2025-08-23,delivered,home,card,5,27.0,4132.36,12.0,1.0
O105174,C01723,2025-12-03,delivered,toys,card,5,21.0,4942.52,16.0,2.0
O105175,C00359,2025-02-12,delivered,electronics,card,2,16.0,1299.48,11.0,4.0
O105176,C01329,2026-03-07,completed,clothing,card,5,2.0,3202.69,16.0,2.0
O105177,C00662,2026-07-09,completed,electronics,card,1,13.0,150.0,18.0,1.0
O105178,C01994,2026-02-14,processing,clothing,card,5,29.0,2596.37,11.0,
O105179,C00562,2024-07-15,completed,clothing,sbp,3,7.0,1468.02,2.0,5.0
O105180,C01898,2026-06-27,processing,clothing,card,1,9.0,1141.14,17.0,
O105181,C01673,2024-12-12,delivered,clothing,card,4,3.0,4248.2,12.0,3.0
O105182,C00936,2026-07-31,delivered,beauty,card,5,9.0,1637.89,8.0,3.0
O105183,C00991,2025-03-06,completed,electronics,wallet,5,9.0,538.87,20.0,1.0
O105184,C00708,2026-04-17,cancelled,beauty,wallet,1,24.0,150.0,,
O105185,C00856,2026-04-02,processing,beauty,card,5,12.0,7603.87,1.0,
O105186,C00932,2025-12-17,delivered,home,card,5,21.0,2316.02,19.0,
O105187,C00292,2024-09-17,delivered,clothing,card,5,18.0,774.43,2.0,5.0
O105188,C00646,2025-09-06,delivered,toys,card,3,8.0,513.24,18.0,1.0
O105189,C01752,2026-07-31,CANCELED,clothing,card,5,22.0,2963.36,,
O105190,C01958,2025-05-12,processing,electronics,card,2,26.0,1085.63,14.0,
O105191,C00110,2025-10-20,completed,electronics,card,3,1.0,5559.86,2.0,5.0
O105192,C01465,2026-07-31,delivered,beauty,card,2,21.0,924.25,2.0,5.0
O105193,C00480,2025-02-24,completed,electronics,card,2,29.0,1342.23,5.0,4.0
O105194,C01308,2024-11-13,cancelled,clothing,card,2,17.0,953.0,,
O105195,C01243,2026-07-31,delivered,home,card,4,7.0,3795.0,14.0,2.0
O105196,C01758,2025-10-09,delivered,home,sbp,4,2.0,8057.35,2.0,4.0
O105197,C01405,2025-04-13,completed,home,card,5,21.0,5244.81,11.0,3.0
O105198,C01648,2026-05-16,completed,clothing,card,4,3.0,9538.73,20.0,2.0
