order_id,customer_id,order_date,status,category,payment_method,quantity,discount_percent,amount,delivery_days,rating,amount_raw,is_amount_outlier,amount_clean,is_successful,registration_date,country,city,age,signup_channel,marketing_consent,age_missing
O106250,C00431,2024-07-01,delivered,electronics,card,2,29,600.02,16.0,3.0,600.02,0,600.02,1,2024-03-17,Georgia,Tbilisi,52,ads,0,0
O106251,C01619,2024-04-30,completed,beauty,cash,5,7,905.76,6.0,3.0,905.76,0,905.76,1,2024-04-20,Kazakhstan,Almaty,36,organic,1,0
O106252,C00332,2025-03-25,cancelled,home,sbp,2,17,1417.06,,,1417.06,0,1417.06,0,2024-12-04,Russia,Saint Petersburg,47,email,1,0
O106253,C01245,2026-07-31,completed,home,cash,5,29,7841.35,10.0,4.0,7841.35,1,5533.54,1,2026-03-09,Russia,Novosibirsk,44,ads,1,0
O106254,C01532,2024-11-09,delivered,beauty,sbp,3,0,1462.11,18.0,1.0,1462.11,0,1462.11,1,2024-01-09,Belarus,Gomel,27,referral,1,0
O106256,C00917,2025-10-09,completed,home,card,3,15,1058.33,18.0,1.0,1058.33,0,1058.33,1,2025-05-10,Belarus,Gomel,42,email,0,0
O106257,C01755,2025-09-08,completed,beauty,cash,4,19,10184.12,6.0,5.0,10184.12,1,5533.54,1,2025-07-25,Armenia,Yerevan,56,ads,1,0
O106258,C01671,2026-03-06,completed,electronics,sbp,1,25,150.0,17.0,2.0,150.0,0,150.0,1,2025-11-26,Belarus,Gomel,25,organic,1,0
O106259,C01841,2025-12-22,processing,electronics,card,4,8,1818.19,10.0,,1818.19,0,1818.19,0,2025-01-22,Kazakhstan,Astana,40,organic,1,0
O106260,C01257,2024-09-05,completed,toys,card,3,30,2696.64,7.0,4.0,2696.64,0,2696.64,1,2024-07-21,Armenia,Yerevan,19,organic,1,0
O106261,C01775,2026-07-20,cancelled,beauty,card,2,28,961.46,,,961.46,0,961.46,0,2025-12-02,Kazakhstan,Astana,38,ads,1,0
O106262,C00797,2026-07-31,completed,clothing,sbp,4,16,5927.91,15.0,3.0,5927.91,1,5533.54,1,2026-06-02,Russia,Kazan,37,ads,1,0
O106263,C01204,2026-02-12,completed,beauty,wallet,4,16,375.34,14.0,3.0,375.34,0,375.34,1,2025-11-25,Russia,Moscow,50,email,1,0
O106264,C01335,2026-03-15,completed,beauty,wallet,4,23,1803.24,16.0,2.0,1803.24,0,1803.24,1,2025-05-01,Russia,Kazan,44,ads,1,0
O106265,C01954,2025-07-21,cancelled,clothing,card,5,8,2018.22,,,2018.22,0,2018.22,0,2025-02-28,Armenia,Yerevan,58,ads,1,0
O106266,C00737,2026-06-26,completed,electronics,cash,2,10,902.26,4.0,5.0,902.26,0,902.26,1,2025-10-28,Armenia,Yerevan,50,referral,1,0
O106267,C01750,2025-11-22,processing,clothing,card,1,11,150.0,5.0,,150.0,0,150.0,0,2025-10-18,Russia,Kazan,42,ads,1,0
O106268,C01019,2025-01-24,delivered,clothing,wallet,3,2,1170.91,5.0,3.0,1170.91,0,1170.91,1,2024-02-07,Belarus,Gomel,45,ads,1,0
O106269,C00209,2024-09-05,processing,electronics,wallet,2,11,752.3,8.0,,752.3,0,752.3,0,2024-08-28,Russia,Kazan,65,unknown,1,0
O106270,C01312,2025-03-06,completed,toys,card,2,30,1197.13,3.0,5.0,1197.13,0,1197.13,1,2024-11-13,Russia,Novosibirsk,63,ads,1,0
O106271,C01963,2025-04-09,delivered,home,card,4,1,4745.27,4.0,5.0,4745.27,0,4745.27,1,2024-05-10,Russia,Novosibirsk,56,organic,1,0
O106272,C00907,2025-08-30,completed,beauty,wallet,1,25,538.72,14.0,2.0,538.72,0,538.72,1,2025-01-10,Russia,Moscow,18,ads,1,0
O106273,C01098,2026-07-23,delivered,home,sbp,3,12,2064.88,2.0,4.0,2064.88,0,2064.88,1,2025-11-19,Russia,Saint Petersburg,40,email,0,0
O106274,C01855,2024-07-30,delivered,electronics,wallet,3,10,4042.53,12.0,3.0,4042.53,0,4042.53,1,2024-04-07,Kazakhstan,Almaty,53,referral,1,0
O106275,C01841,2025-11-02,completed,home,card,1,8,1275.85,4.0,4.0,1275.85,0,1275.85,1,2025-01-22,Kazakhstan,Astana,40,organic,1,0
O106276,C00801,2024-12-17,processing,home,card,4,6,292.59,5.0,,292.59,0,292.59,0,2024-01-12,Belarus,Minsk,26,email,1,0
O106277,C01521,2026-07-31,completed,home,card,5,14,4662.74,2.0,5.0,4662.74,0,4662.74,1,2026-02-26,Russia,Kazan,40,ads,1,0
O106278,C01262,2026-07-11,completed,electronics,card,5,7,4639.37,12.0,3.0,4639.37,0,4639.37,1,2026-04-23,Georgia,Tbilisi,45,organic,0,0
O106279,C01296,2026-03-10,delivered,beauty,wallet,5,17,1997.54,2.0,4.0,1997.54,0,1997.54,1,2025-04-14,Russia,Saint Petersburg,18,ads,1,0
O106280,C01442,2025-04-13,delivered,electronics,card,1,23,341.44,19.0,1.0,341.44,0,341.44,1,2025-04-12,Russia,Kazan,53,ads,1,0
O106281,C00654,2026-07-31,completed,clothing,cash,2,10,399.35,3.0,4.0,399.35,0,399.35,1,2026-01-03,Russia,Kazan,30,referral,1,0
O106282,C00610,2026-02-24,processing,home,wallet,3,27,312.83,8.0,,312.83,0,312.83,0,2026-02-21,Russia,Moscow,49,organic,0,0
O106283,C00055,2025-04-19,completed,toys,card,3,0,2917.39,8.0,4.0,2917.39,0,2917.39,1,2025-03-29,Russia,Kazan,31,organic,0,0
O106284,C01713,2026-03-28,delivered,clothing,card,5,4,4543.85,3.0,4.0,4543.85,0,4543.85,1,2026-03-13,Russia,Kazan,47,ads,1,0
O106285,C00554,2024-12-25,completed,electronics,sbp,2,28,909.75,3.0,,909.75,0,909.75,1,2024-10-17,Russia,Kazan,67,referral,1,0
O106286,C01349,2026-07-24,completed,toys,card,3,26,2608.42,10.0,3.0,2608.42,0,2608.42,1,2025-11-01,Russia,Novosibirsk,44,referral,0,1
O106287,C01372,2025-04-02,delivered,toys,card,4,3,4470.04,10.0,4.0,4470.04,0,4470.04,1,2024-11-09,Russia,Moscow,44,organic,1,1
O106290,C01736,2026-07-31,completed,toys,cash,4,3,1623.14,20.0,1.0,1623.14,0,1623.14,1,2025-12-28,Russia,Novosibirsk,22,ads,0,0
O106291,C00005,2025-08-08,completed,electronics,wallet,5,22,3481.57,17.0,2.0,3481.57,0,3481.57,1,2025-01-29,Belarus,Minsk,33,ads,1,0
O106292,C01681,2026-07-31,processing,beauty,card,5,13,2859.83,7.0,,2859.83,0,2859.83,0,2026-05-09,Kazakhstan,Almaty,24,organic,1,0
O106293,C00416,2025-12-16,completed,electronics,card,5,27,4561.24,3.0,4.0,4561.24,0,4561.24,1,2025-09-10,Kazakhstan,Astana,57,referral,1,0
O106294,C01291,2025-02-07,delivered,beauty,card,4,10,555.58,9.0,4.0,555.58,0,555.58,1,2024-08-01,Georgia,Tbilisi,28,organic,1,0
O106295,C01347,2026-07-31,completed,electronics,cash,2,20,2819.52,15.0,2.0,2819.52,0,2819.52,1,2026-02-19,Armenia,Yerevan,47,organic,0,0
O106296,C00108,2026-05-02,completed,home,card,1,27,324.11,17.0,2.0,324.11,0,324.11,1,2025-08-29,Russia,Moscow,63,referral,1,0
O106297,C00568,2024-08-17,completed,beauty,card,4,7,1770.27,2.0,4.0,1770.27,0,1770.27,1,2024-08-15,Russia,Moscow,69,organic,1,0
O106298,C01821,2025-05-21,completed,electronics,cash,4,12,482.34,5.0,3.0,482.34,0,482.34,1,2024-10-12,Russia,Saint Petersburg,30,organic,0,0
O106299,C00284,2026-01-05,delivered,beauty,card,4,20,1814.29,20.0,1.0,1814.29,0,1814.29,1,2025-03-23,Belarus,Gomel,53,email,1,0
O106300,C00464,2025-03-07,completed,electronics,cash,1,21,485.64,8.0,3.0,485.64,0,485.64,1,2025-01-17,Russia,Moscow,60,ads,0,0
O106301,C00164,2025-05-28,cancelled,electronics,sbp,5,12,2311.39,,,2311.39,0,2311.39,0,2025-01-05,Russia,Kazan,44,ads,1,1
O106302,C00334,2026-07-31,completed,toys,card,4,2,1093.95,16.0,3.0,1093.95,0,1093.95,1,2026-01-26,Georgia,Tbilisi,44,referral,1,1
O106303,C01276,2025-10-13,completed,toys,sbp,4,23,742.93,18.0,3.0,742.93,0,742.93,1,2025-10-12,Russia,Kazan,59,unknown,1,0
O106304,C01683,2024-10-18,completed,home,card,3,21,2469.23,20.0,1.0,2469.23,0,2469.23,1,2024-02-02,Russia,Novosibirsk,59,email,1,0
O106305,C01190,2024-11-11,completed,beauty,card,1,12,150.0,2.0,4.0,150.0,0,150.0,1,2024-01-07,Georgia,Tbilisi,55,organic,1,0
O106306,C00570,2025-12-13,completed,electronics,card,4,25,3751.71,7.0,3.0,3751.71,0,3751.71,1,2025-06-04,Russia,Moscow,67,referral,1,0
O106307,C01718,2025-05-23,completed,clothing,cash,2,2,3822.9,13.0,3.0,3822.9,0,3822.9,1,2024-12-11,Georgia,Tbilisi,36,organic,1,0
O106308,C00735,2024-08-10,completed,beauty,cash,1,16,2902.78,3.0,5.0,2902.78,0,2902.78,1,2024-07-08,Armenia,Yerevan,53,ads,1,0
O106309,C00630,2025-08-21,completed,beauty,sbp,1,16,207.09,1.0,5.0,207.09,0,207.09,1,2024-11-30,Russia,Novosibirsk,54,ads,0,0
O106310,C01012,2026-07-31,completed,clothing,card,1,2,790.5,11.0,3.0,790.5,0,790.5,1,2025-12-30,Russia,Saint Petersburg,39,ads,1,0
O106311,C00274,2026-07-31,completed,clothing,sbp,2,0,628.36,8.0,3.0,628.36,0,628.36,1,2026-05-24,Russia,Kazan,42,unknown,1,0
O106312,C00713,2026-05-13,completed,home,card,1,30,1312.41,4.0,4.0,1312.41,0,1312.41,1,2025-10-25,Georgia,Tbilisi,69,organic,1,0
O106313,C01599,2026-02-21,completed,electronics,cash,1,19,674.81,20.0,2.0,674.81,0,674.81,1,2026-02-09,Georgia,Tbilisi,35,email,1,0
O106314,C01217,2025-07-20,completed,beauty,card,2,26,780.03,10.0,,780.03,0,780.03,1,2025-04-07,Russia,Kazan,69,organic,1,0
O106315,C01977,2026-07-31,delivered,electronics,card,1,9,237.86,8.0,4.0,237.86,0,237.86,1,2026-04-29,Belarus,Minsk,48,referral,0,0
O106316,C01552,2026-02-19,completed,clothing,card,1,16,366.63,19.0,1.0,366.63,0,366.63,1,2026-02-17,Russia,Novosibirsk,27,organic,1,0
O106317,C00721,2024-06-18,processing,electronics,card,2,27,574.6,,,574.6,0,574.6,0,2024-05-06,Russia,Novosibirsk,37,referral,1,0
O106318,C01534,2025-01-15,completed,home,card,1,13,483.25,5.0,4.0,483.25,0,483.25,1,2024-06-20,Russia,Saint Petersburg,44,referral,1,1
O106319,C01731,2026-01-15,completed,toys,card,2,15,1007.17,11.0,3.0,1007.17,0,1007.17,1,2025-12-11,Russia,Kazan,56,email,1,0
O106320,C01262,2026-05-07,cancelled,clothing,wallet,5,26,1580.99,,,1580.99,0,1580.99,0,2026-04-23,Georgia,Tbilisi,45,organic,0,0
O106321,C01526,2025-01-23,completed,toys,sbp,3,1,883.0,7.0,4.0,883.0,0,883.0,1,2024-02-13,Russia,Kazan,44,email,0,1
O106322,C01007,2026-07-31,completed,clothing,wallet,4,17,3255.94,6.0,3.0,3255.94,0,3255.94,1,2026-02-14,Russia,Saint Petersburg,19,referral,1,0
O106323,C01824,2026-07-31,cancelled,electronics,card,3,19,2588.96,,,2588.96,0,2588.96,0,2026-03-10,Georgia,Tbilisi,44,referral,1,0
O106324,C00476,2026-03-16,delivered,beauty,card,3,26,771.55,12.0,3.0,771.55,0,771.55,1,2025-12-16,Russia,Moscow,52,ads,1,0
O106325,C00849,2026-05-30,delivered,electronics,card,1,25,471.71,18.0,2.0,471.71,0,471.71,1,2026-01-17,Russia,Kazan,36,ads,1,0
O106326,C00508,2025-03-24,completed,electronics,cash,4,5,987.24,2.0,5.0,987.24,0,987.24,1,2024-08-14,Russia,Moscow,29,organic,0,0
O106327,C00203,2025-12-02,completed,home,wallet,2,1,7938.33,14.0,3.0,7938.33,1,5533.54,1,2025-03-27,Kazakhstan,Almaty,67,ads,1,0
O106328,C01232,2026-03-14,completed,electronics,card,2,6,464.36,3.0,4.0,464.36,0,464.36,1,2025-10-31,Belarus,Gomel,43,organic,1,0
O106329,C00237,2026-07-28,cancelled,beauty,card,2,23,1206.87,,,1206.87,0,1206.87,0,2025-08-27,Russia,Moscow,55,referral,0,0
O106330,C00453,2025-12-12,completed,clothing,card,4,7,2813.99,4.0,4.0,2813.99,0,2813.99,1,2025-03-31,Armenia,Yerevan,46,ads,1,0
O106331,C01527,2025-01-05,delivered,electronics,cash,4,23,1157.51,,1.0,1157.51,0,1157.51,1,2024-10-17,Armenia,Yerevan,31,organic,0,0
O106332,C00483,2024-09-20,processing,clothing,wallet,3,29,742.74,20.0,,742.74,0,742.74,0,2024-08-16,Russia,Novosibirsk,67,referral,1,0
O106333,C01727,2026-05-21,processing,electronics,cash,2,21,788.06,3.0,,788.06,0,788.06,0,2026-05-16,Kazakhstan,Astana,19,ads,1,0
O106334,C00099,2026-06-07,completed,home,cash,1,3,246.65,11.0,3.0,246.65,0,246.65,1,2025-08-03,Armenia,Yerevan,38,organic,1,0
O106335,C00915,2026-04-19,delivered,electronics,card,5,15,2864.56,9.0,3.0,2864.56,0,2864.56,1,2025-06-23,Russia,Kazan,29,ads,1,0
O106336,C00135,2026-06-17,delivered,beauty,card,4,8,998.77,1.0,4.0,998.77,0,998.77,1,2025-12-25,Georgia,Tbilisi,39,organic,1,0
O106337,C00120,2025-01-02,cancelled,electronics,card,3,20,1662.22,,,1662.22,0,1662.22,0,2024-04-14,Armenia,Yerevan,36,organic,0,0
O106338,C01582,2025-06-03,processing,electronics,sbp,5,13,472.45,14.0,,472.45,0,472.45,0,2024-07-16,Kazakhstan,Almaty,52,referral,1,0
O106339,C00134,2025-07-21,delivered,home,cash,1,15,258.38,19.0,1.0,258.38,0,258.38,1,2025-05-24,Kazakhstan,Astana,54,ads,1,0
O106340,C01785,2026-07-31,delivered,clothing,card,2,18,704.24,15.0,2.0,704.24,0,704.24,1,2025-10-25,Russia,Novosibirsk,35,ads,1,0
O106341,C01198,2026-07-31,completed,clothing,card,5,11,5486.1,5.0,3.0,5486.1,0,5486.1,1,2026-06-14,Russia,Kazan,66,ads,0,0
O106342,C00966,2025-11-26,delivered,home,card,1,29,150.0,12.0,3.0,150.0,0,150.0,1,2025-06-20,Russia,Novosibirsk,52,ads,1,0
O106343,C01838,2024-12-01,delivered,electronics,card,2,1,2220.35,9.0,4.0,2220.35,0,2220.35,1,2024-10-04,Russia,Saint Petersburg,62,ads,0,0
O106344,C00776,2026-07-31,delivered,clothing,card,4,22,3341.14,7.0,4.0,3341.14,0,3341.14,1,2026-05-17,Russia,Kazan,34,email,1,0
O106345,C00800,2025-09-14,delivered,toys,sbp,3,15,354.31,19.0,1.0,354.31,0,354.31,1,2025-02-07,Belarus,Minsk,37,email,0,0
O106346,C00820,2026-07-10,completed,electronics,card,2,21,1515.65,4.0,4.0,1515.65,0,1515.65,1,2026-06-30,Belarus,Minsk,57,ads,1,0
O106347,C01302,2025-08-25,delivered,home,wallet,2,24,468.3,2.0,5.0,468.3,0,468.3,1,2025-01-01,Kazakhstan,Almaty,18,ads,1,0
O106348,C01695,2024-07-15,processing,clothing,card,3,26,2334.56,5.0,,2334.56,0,2334.56,0,2024-05-25,Armenia,Yerevan,18,email,1,0
O106349,C01085,2024-10-09,completed,beauty,card,2,1,1632.06,15.0,2.0,1632.06,0,1632.06,1,2024-07-01,Belarus,Gomel,48,referral,1,0
O106350,C00563,2025-11-03,cancelled,electronics,sbp,1,11,929.39,,,929.39,0,929.39,0,2025-03-25,Armenia,Yerevan,40,referral,1,0
O106351,C01780,2026-06-28,delivered,electronics,card,4,1,1247.78,13.0,3.0,1247.78,0,1247.78,1,2025-09-16,Russia,Moscow,21,ads,1,0
O106352,C01198,2026-07-31,completed,clothing,wallet,1,10,850.38,9.0,3.0,850.38,0,850.38,1,2026-06-14,Russia,Kazan,66,ads,0,0
O106353,C01665,2025-10-13,completed,home,cash,4,5,6756.51,9.0,4.0,6756.51,1,5533.54,1,2025-04-24,Russia,Moscow,53,organic,0,0
O106354,C00865,2026-05-25,delivered,electronics,card,4,20,1561.3,6.0,4.0,1561.3,0,1561.3,1,2026-02-10,Belarus,Minsk,57,referral,1,0
O106355,C00399,2025-05-27,cancelled,beauty,wallet,5,9,2160.36,,,2160.36,0,2160.36,0,2024-09-12,Russia,Moscow,67,referral,1,0
O106356,C01889,2024-12-24,completed,clothing,card,5,15,4349.25,6.0,3.0,4349.25,0,4349.25,1,2024-02-26,Russia,Moscow,61,organic,1,0
O106357,C01356,2025-11-17,processing,toys,card,5,0,252.68,17.0,,252.68,0,252.68,0,2025-03-29,Kazakhstan,Almaty,44,organic,1,0
O106358,C00616,2026-05-23,cancelled,toys,sbp,3,2,674.11,,,674.11,0,674.11,0,2025-08-06,Russia,Saint Petersburg,44,ads,1,1
O106359,C01696,2026-02-25,completed,beauty,card,1,25,1102.94,1.0,5.0,1102.94,0,1102.94,1,2025-09-14,Russia,Novosibirsk,53,ads,1,0
O106360,C00019,2026-07-31,completed,home,cash,5,14,2786.24,11.0,5.0,2786.24,0,2786.24,1,2026-02-04,Russia,Saint Petersburg,31,email,1,0
O106361,C01861,2026-02-19,completed,home,card,5,0,2073.62,16.0,1.0,2073.62,0,2073.62,1,2025-11-05,Russia,Moscow,27,email,0,0
O106362,C01158,2026-07-31,completed,beauty,wallet,2,0,463.99,14.0,3.0,463.99,0,463.99,1,2026-02-14,Russia,Kazan,44,organic,1,1
O106363,C01180,2024-04-06,completed,electronics,card,2,24,1006.69,13.0,3.0,1006.69,0,1006.69,1,2024-01-23,Georgia,Tbilisi,52,ads,1,0
O106364,C00027,2025-12-04,completed,beauty,card,1,29,322.24,9.0,4.0,322.24,0,322.24,1,2025-01-02,Georgia,Tbilisi,44,organic,1,1
O106365,C00352,2024-11-08,processing,home,wallet,2,22,243.63,4.0,,243.63,0,243.63,0,2024-02-10,Kazakhstan,Almaty,48,referral,0,0
O106366,C01442,2026-04-07,delivered,beauty,cash,2,9,2794.04,4.0,4.0,2794.04,0,2794.04,1,2025-04-12,Russia,Kazan,53,ads,1,0
O106367,C01117,2026-07-31,cancelled,clothing,sbp,5,15,1413.1,,,1413.1,0,1413.1,0,2026-06-26,Russia,Saint Petersburg,62,ads,1,0
O106368,C00256,2024-09-16,delivered,home,card,2,8,792.89,13.0,3.0,792.89,0,792.89,1,2024-05-11,Armenia,Yerevan,55,ads,0,0
O106369,C01332,2026-01-26,delivered,clothing,cash,1,5,150.0,14.0,2.0,150.0,0,150.0,1,2025-10-16,Russia,Kazan,32,organic,1,0
O106370,C01493,2024-04-01,cancelled,clothing,card,4,26,1284.59,,,1284.59,0,1284.59,0,2024-01-27,Russia,Moscow,20,referral,1,0
O106371,C00545,2026-07-31,completed,clothing,card,4,0,4407.43,8.0,4.0,4407.43,0,4407.43,1,2026-01-27,Russia,Saint Petersburg,35,organic,1,0
O106372,C01379,2025-05-11,delivered,home,card,5,13,5188.47,17.0,2.0,5188.47,0,5188.47,1,2025-04-03,Russia,Moscow,57,ads,0,0
O106373,C01947,2025-03-14,cancelled,electronics,card,4,4,2011.24,,,2011.24,0,2011.24,0,2024-05-23,Russia,Kazan,59,organic,1,0
O106374,C00965,2026-07-31,processing,toys,card,2,15,597.82,3.0,,597.82,0,597.82,0,2026-05-15,Kazakhstan,Almaty,48,ads,1,0
O106375,C00459,2026-03-23,completed,beauty,sbp,4,10,2012.14,20.0,2.0,2012.14,0,2012.14,1,2026-02-05,Georgia,Tbilisi,44,organic,1,1
O106376,C01924,2025-12-31,cancelled,beauty,card,5,12,3692.21,,,3692.21,0,3692.21,0,2025-01-31,Belarus,Gomel,19,referral,0,0
O106377,C01823,2024-11-30,delivered,toys,card,5,16,743.87,15.0,2.0,743.87,0,743.87,1,2024-10-02,Russia,Kazan,32,ads,1,0
O106378,C00914,2026-07-31,completed,clothing,cash,3,9,1806.41,16.0,2.0,1806.41,0,1806.41,1,2026-06-12,Russia,Novosibirsk,67,email,1,0
O106379,C00851,2026-07-31,completed,beauty,card,2,10,1819.55,1.0,5.0,1819.55,0,1819.55,1,2026-06-12,Russia,Novosibirsk,43,ads,1,0
O106380,C01668,2025-10-16,delivered,clothing,card,1,8,469.55,10.0,3.0,469.55,0,469.55,1,2025-09-09,Russia,Saint Petersburg,53,organic,1,0
O106381,C00002,2026-01-12,completed,electronics,card,2,17,970.26,7.0,3.0,970.26,0,970.26,1,2025-12-06,Russia,Novosibirsk,24,referral,0,0
O106382,C00625,2026-02-17,completed,electronics,card,3,20,826.75,1.0,5.0,826.75,0,826.75,1,2025-07-05,Russia,Kazan,29,email,1,0
O106383,C01087,2026-07-31,completed,electronics,sbp,5,27,3124.97,19.0,1.0,3124.97,0,3124.97,1,2026-01-01,Russia,Novosibirsk,40,referral,0,0
O106384,C01309,2025-02-01,cancelled,electronics,card,3,30,5351.93,,,5351.93,0,5351.93,0,2025-01-13,Russia,Moscow,18,organic,1,0
O106385,C01257,2025-03-10,cancelled,clothing,card,4,4,6071.41,,,6071.41,1,5533.54,0,2024-07-21,Armenia,Yerevan,19,organic,1,0
O106386,C00742,2026-07-03,cancelled,toys,card,4,21,1243.65,,,1243.65,0,1243.65,0,2025-11-26,Russia,Saint Petersburg,56,email,0,0
O106387,C01739,2024-01-27,delivered,electronics,card,3,27,1095.51,4.0,4.0,1095.51,0,1095.51,1,2024-01-03,Kazakhstan,Almaty,18,referral,1,0
O106388,C01300,2024-03-22,processing,toys,card,4,3,5876.55,9.0,,5876.55,1,5533.54,0,2024-01-28,Kazakhstan,Astana,51,referral,0,0
O106389,C01082,2026-07-31,delivered,beauty,card,5,0,3965.69,3.0,3.0,3965.69,0,3965.69,1,2026-06-21,Russia,Moscow,44,ads,1,1
O106390,C01878,2026-07-31,delivered,beauty,card,4,4,3121.85,3.0,5.0,3121.85,0,3121.85,1,2026-03-28,Russia,Moscow,43,referral,1,0
O106391,C00189,2024-10-25,delivered,beauty,cash,4,15,463.91,17.0,2.0,463.91,0,463.91,1,2024-08-05,Russia,Moscow,51,organic,0,0
O106392,C01420,2025-08-15,completed,toys,card,4,24,4097.56,1.0,5.0,4097.56,0,4097.56,1,2025-03-10,Georgia,Tbilisi,60,organic,0,0
O106393,C01854,2024-11-21,delivered,electronics,card,5,22,1968.57,5.0,4.0,1968.57,0,1968.57,1,2024-05-26,Russia,Saint Petersburg,47,organic,1,0
O106394,C01324,2026-07-31,completed,clothing,cash,4,21,2375.78,6.0,4.0,2375.78,0,2375.78,1,2026-03-19,Russia,Moscow,49,unknown,1,0
O106395,C01131,2025-04-06,processing,clothing,card,1,21,280.24,10.0,,280.24,0,280.24,0,2025-01-06,Russia,Kazan,54,ads,0,0
O106396,C00729,2025-11-27,completed,electronics,card,2,25,3687.95,16.0,1.0,3687.95,0,3687.95,1,2025-03-21,Russia,Moscow,68,referral,1,0
O106397,C00544,2025-04-07,completed,clothing,wallet,2,23,451.78,11.0,3.0,451.78,0,451.78,1,2024-06-08,Russia,Moscow,44,ads,1,1
O106398,C01092,2025-09-12,completed,clothing,card,5,14,11748.18,3.0,4.0,11748.18,1,5533.54,1,2025-02-12,Armenia,Yerevan,24,referral,1,0
O106399,C01798,2025-03-08,completed,toys,cash,1,22,504.18,20.0,1.0,504.18,0,504.18,1,2024-06-18,Russia,Saint Petersburg,63,ads,1,0
O106400,C00925,2024-10-14,processing,electronics,sbp,2,1,862.0,16.0,,862.0,0,862.0,0,2024-08-14,Russia,Novosibirsk,53,ads,1,0
O106401,C00242,2026-05-12,delivered,toys,card,4,0,972.48,13.0,3.0,972.48,0,972.48,1,2025-06-16,Russia,Kazan,53,ads,1,0
O106402,C00968,2025-02-02,completed,electronics,card,3,14,973.04,15.0,2.0,973.04,0,973.04,1,2024-10-16,Kazakhstan,Astana,58,email,1,0
O106403,C00195,2026-07-31,delivered,home,card,1,15,418.78,20.0,2.0,418.78,0,418.78,1,2026-05-25,Armenia,Yerevan,54,ads,1,0
O106404,C01873,2026-01-20,delivered,clothing,card,4,25,2195.39,17.0,2.0,2195.39,0,2195.39,1,2025-07-04,Russia,Saint Petersburg,44,organic,1,1
O106405,C01071,2026-01-25,completed,toys,card,1,11,758.68,5.0,,758.68,0,758.68,1,2025-09-07,Armenia,Yerevan,44,referral,1,0
O106406,C00428,2026-06-20,completed,home,wallet,1,7,417.02,12.0,3.0,417.02,0,417.02,1,2026-01-03,Russia,Kazan,48,unknown,0,0
O106407,C01250,2026-07-31,completed,electronics,card,5,28,3790.94,18.0,1.0,3790.94,0,3790.94,1,2026-06-10,Russia,Novosibirsk,34,ads,1,0
O106408,C01076,2024-12-10,delivered,toys,sbp,3,21,3807.88,13.0,2.0,3807.88,0,3807.88,1,2024-05-29,Russia,Kazan,62,organic,1,0
O106409,C01022,2024-07-20,cancelled,electronics,card,3,29,3448.14,,,3448.14,0,3448.14,0,2024-03-06,Russia,Novosibirsk,23,organic,1,0
O106410,C01184,2025-12-01,completed,toys,cash,1,0,813.51,9.0,4.0,813.51,0,813.51,1,2025-02-12,Russia,Kazan,39,organic,1,0
O106411,C01858,2025-11-01,cancelled,electronics,card,1,7,735.28,,,735.28,0,735.28,0,2025-06-16,Russia,Kazan,22,referral,0,0
O106412,C01713,2026-07-31,delivered,electronics,card,2,9,421.97,10.0,3.0,421.97,0,421.97,1,2026-03-13,Russia,Kazan,47,ads,1,0
O106413,C00526,2025-10-04,completed,electronics,card,2,22,1164.79,20.0,,1164.79,0,1164.79,1,2024-10-10,Russia,Saint Petersburg,28,organic,1,0
O106414,C00480,2024-09-27,delivered,home,card,4,4,827.58,7.0,4.0,827.58,0,827.58,1,2024-04-09,Russia,Kazan,46,ads,1,0
O106415,C01981,2026-05-30,completed,beauty,sbp,2,7,2223.28,10.0,3.0,2223.28,0,2223.28,1,2025-08-22,Belarus,Gomel,22,ads,1,0
O106416,C01290,2026-04-05,completed,home,sbp,5,23,3103.55,20.0,1.0,3103.55,0,3103.55,1,2025-07-21,Russia,Novosibirsk,36,ads,1,0
O106417,C00039,2025-07-20,completed,electronics,card,2,23,2433.06,8.0,4.0,2433.06,0,2433.06,1,2024-09-09,Russia,Novosibirsk,57,email,1,0
O106418,C01060,2025-03-27,completed,clothing,card,2,20,2523.44,20.0,2.0,2523.44,0,2523.44,1,2024-10-10,Russia,Moscow,46,ads,1,0
O106419,C00238,2025-06-26,delivered,clothing,sbp,1,9,701.29,14.0,2.0,701.29,0,701.29,1,2025-01-29,Russia,Moscow,43,organic,1,0
O106420,C00060,2025-12-23,cancelled,clothing,card,5,2,1434.21,,,1434.21,0,1434.21,0,2025-09-14,Kazakhstan,Almaty,68,ads,0,0
O106421,C00372,2026-03-27,completed,clothing,sbp,4,22,327.75,16.0,1.0,327.75,0,327.75,1,2025-08-26,Georgia,Tbilisi,54,organic,1,0
O106422,C00510,2025-03-15,processing,clothing,card,3,7,2282.15,7.0,,2282.15,0,2282.15,0,2024-08-03,Kazakhstan,Astana,59,ads,0,0
O106423,C00160,2026-05-28,completed,home,card,5,0,2153.76,10.0,3.0,2153.76,0,2153.76,1,2025-12-15,Kazakhstan,Almaty,22,organic,0,0
O106424,C01672,2025-09-22,completed,home,card,4,17,3738.99,3.0,4.0,3738.99,0,3738.99,1,2025-06-01,Russia,Kazan,38,organic,1,0
O106425,C00877,2025-10-18,delivered,electronics,card,3,21,2584.36,17.0,2.0,2584.36,0,2584.36,1,2025-05-07,Russia,Saint Petersburg,44,organic,1,0
